item_code,product_name,url,price_per_unit,unit,rating,product_reviews,product_origin,product_image,Mono unsaturates,sugars,of which sugars:,of which Sugars,of which Sugars:,Vitamin A,Energy (kJ),Fat g,- sugars,Vitamin D,Proteine,image_urls,Fat:,- mono-unsaturates,Of which Sugars,Trans Fat,Total fat,Energy kcal,Fat (g),of which - Sugars,Carbohydrate:,(of which sugars),Trans Fats,of which saturated fatty acids,of which saturates [g],and EPA,Fibre g,Iron,Salt:,Fats,Protein g,- kcal,-of which sugars,DHA,poly-unsaturated,of which saturates (g),of which sugars :,Carbohydrate [g],- of which saturates (g),Fibre :,EPA,Energy,Of which saturates,Proteins,Carbohydrate g,Energy [kJ/kcal],Protein (g),Total Omega  3,Fat [g],of which saturates g,Energy:,- polyunsaturates,Starch,Calcium,Carbohydrate (g),of which sugar,Energy kJ,of which sugars [g],- of which Saturates,of which DHA,Trans fat,of which sugars,Polyunsaturates,Fibres,mono unsaturates,Total Sugars,Energy :,Fiber,Omega 3 Fatty Acids,- of which sugars (g),Vitamin B12,Omega 3,-of which saturates,Omega 3 fatty acids,of which saturated,Sodium,Protein [g],Protein :,Energy kJ/kcal,of which sugars (g),kcal,Salt (g),Energy value,Fat :,of which Saturates,Carbohydrate,of which sugars g,of which saturates :,thereof saturated fatty acids,Fibre:,of which saturates:,Thiamin (Vitamin B1),- starch,Salt,Vitamin C,Carbohydrate :,Carbohydrates:,Salt :,Polyols,mono-unsaturated,(of which saturates),Fibre [g],(of which sugars,trans fat,Energy (kcal),Dietary fibre,(kcal),Protein,Energy - kJ,- of which Sugars,saturates,- saturates,Of which: Saturates,of which - Saturates,polyunsaturates,Of which Saturates,- of which sugars,Fibre (g),of which saturates,Saturates,Energy kg/kcal,Potassium,Amount of sugar,of which saturated fats,Salt [g],- of which saturates,(of which saturates,Salt g,Omega 6,Carbohydrates,Protein:,Mono-unsaturates,Carbohydrates (g),Sugars,Of which: Sugars,of which Saturates:,Of which sugars,images,Fat,mono-unsaturates,of which: sugars,of which: saturates,Fibre,of which is saturated,of which: Saturates,Cholesterol
7858906,Sainsbury's Corned Beef Crispbake 227g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-corned-beef-crispbake-227g,£1.60,,,,Produced in United Kingdom Produced using Brazilian beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/0000000282208/0000000282208_L.jpeg'],,,,,,216kcal,,,,,,,,,,,,,,,,,,,,,,,,905kJ,,,,,,,,,,,15.2g,,,,,,,,,,2.0g,,,,,,,,,,,,,,,,,,,,,,,17.6g,,,,,,,,0.70g,,,,,,,,,,,,,,11.2g,,,,,,,,,,,,1.8g,,,,,,,,,,,,6.0g,,2.4g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/0000000282208/0000000282208_L.jpeg', 'path': 'full/7584dc9859f32ffd059fadf5211860f34323e606.jpg', 'checksum': '695dd95ce940a1b8304456c3be251448'}]",10.8g,,,,1.9g,,,
7895866,Premier Deli Corned Beef 80g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/premier-deli-corned-beef-80g,£1.00,,,,,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/92/5052514009692/5052514009692_L.jpeg'],,,,,,228kcal,,,,,,,,,,,,,,,,,,,,,,,,950kJ,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,1.9g,,,,,,,,,,,,,,25.0g,,,,,,,,,,,6.0g,,,,,,,,,,,,,,,,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/92/5052514009692/5052514009692_L.jpeg', 'path': 'full/8ecf6757de09a52546fc8d2e7dc9f89b5a4754a3.jpg', 'checksum': '1090760fa92526712b01bfeaaadf7d1c'}]",14.0g,,,,,,,
7876619,Sainsbury's 21 Day Matured Beef Sizzler Steaks 175g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-beef-sizzler-steaks-175g-7876619-p-44,£2.15,,,,"Produced in United Kingdom Packed in United Kingdom Produced from British beef Produced using British beef, British beef or Irish Beef, Irish beef",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/0000000298315/0000000298315_L.jpeg'],,,,,,192kcal,,,,,,,,,,,,,,,,,,,,,,,,804kJ,,,,,,,,,,,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.57g,,,,,,,,,,,,,,30.0g,,,,,,,,,,,,2.3g,,,,,,,,,,,,3.7g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/15/0000000298315/0000000298315_L.jpeg', 'path': 'full/c360c9cfd7ff51f66f4b68b23b1a217a95a02c9e.jpg', 'checksum': '3b9796a58e5787fd708ab880f1498596'}]",7.8g,,,,<0.5g,,,
7876545,Sainsbury's 21 Day Matured Extra Lean Beef Roasting Joint 500g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-extra-lean-beef-roasting-joint-500g-7876545-p-44,£6.50,,,,"Produced in United Kingdom Packed in United Kingdom Produced using British beef, British or Irish Beef, Irish beef",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/54/0000000298254/0000000298254_L.jpeg'],,,,,,178kcal,,,,,,,,,,,,,,,,,,,,,,,,749kJ,,,,,,,,,,,<0.5g,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.10g,,,,,,,,,,,,,,33.5g,,,,,,,,,,,,1.9g,,,,,,,,,,,,2.3g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/54/0000000298254/0000000298254_L.jpeg', 'path': 'full/5c1b6b8f48749a1faa444fa763c4f7bb93c15343.jpg', 'checksum': 'c3dc273ed114c1359c8f6b52940dbb05'}]",4.6g,,,,<0.5g,,,
7809674,"Sainsbury's 30 Day Matured Beef Rump Steak, SO Organic 225g",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-rump-steak--so-organic-225g-7809674-p-44,£5.25,,,,Produced in United Kingdom Packed in United Kingdom Produced using British Beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/86/0000000247986/0000000247986_L.jpeg'],,,,,,239kcal,,,,,,,,,,,,,,,,,,,,,,,,996kJ,,,,,,,,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,0.6g,,,,,,,,0.30g,,,,,,,,,,,,,,24.3g,,,,,,,,,,,,6.0g,,,,,,,,,,,,8.3g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/86/0000000247986/0000000247986_L.jpeg', 'path': 'full/bdd9717a28a1321aabc01b3b5a3b43c25550c3cc.jpg', 'checksum': '69598c85e65489a8f46595558ac0e991'}]",15.5g,,,,<0.5g,,,
7589037,Sainsbury's 21 Day Matured Beef Fillet Steak x2 (approx. 300g),https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-beef-fillet-steak-%28approx-1kg%29,£31.50,,,,"Produced in United Kingdom Packed in United Kingdom Produced using British beef, British or Irish Beef, Irish beef",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/00/0258920000000/0258920000000_L.jpeg'],,,,,,159kcal,,,,,,,,,,,,,,,,,,,,,,,,667kJ,,,,,,,,,,,<0.5g,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.18g,,,,,,,,,,,,,,25.1g,,,,,,,,,,,,3.0g,,,,,,,,,,,,3.0g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/00/0258920000000/0258920000000_L.jpeg', 'path': 'full/3d52cf7f2aad2153b39d12a99311f9298a768186.jpg', 'checksum': '340d0c23ce8128d00a0017d44c420c90'}]",6.5g,,,,<0.5g,,,
7876533,Sainsbury's 21 Day Matured Beef Sizzler Steaks 350g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-beef-sizzler-steaks-350g-7876533-p-44,£3.75,,,,"Produced in United Kingdom Packed in United Kingdom Produced from British beef Produced using British beef, British or Irish beef, Irish beef",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/16/0000000298216/0000000298216_L.jpeg'],,,,,,192kcal,,,,,,,,,,,,,,,,,,,,,,,,804kJ,,,,,,,,,,,,,,,,,,,,,1.5g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.57g,,,,,,,,,,,,,,30.0g,,,,,,,,,,,,2.3g,,,,,,,,,,,,3.7g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/16/0000000298216/0000000298216_L.jpeg', 'path': 'full/db2ecca92f7494c34b5dffd63583abc21571e2a0.jpg', 'checksum': '12765c3dfa67a5c497943ae27db29130'}]",7.8g,,,,<0.5g,,,
7809819,"Sainsbury's 30 Day Matured Sirloin Steak, SO Organic 225g",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-sirloin-steak--organic-225g,£5.75,,,,Produced in United Kingdom Packed in United Kingdom Produced using Produced using British beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/05/0000000248105/0000000248105_L.jpeg'],,,,,,207kcal,,,,,,,,,,,,,,,,,,,,,,,,865kJ,,,,,,,,,,,,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,0.9g,,,,,,,,0.30g,,,,,,,,,,,,,,24.5g,,,,,,,,,,,,5.7g,,,,,,,,,,,,5.3g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/05/0000000248105/0000000248105_L.jpeg', 'path': 'full/7d23b374738d2f72f4ac0b7d28050bf653a23c56.jpg', 'checksum': '8113d8e22f2e21359678c7170ce33a32'}]",11.7g,,,,<0.5g,,,
7554583,"Sainsbury's Salt Beef, Taste the Difference 110g",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-salt-beef--taste-the-difference-110g,£2.70,,,,Produced in United Kingdom Produced from British Beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/97/0000001833997/0000001833997_L.jpeg'],,,,,,133kcal,,,,,,,,,,,,,,,,,,,,,,,,561kJ,,,,,,,,,,,0.8g,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,0.8g,,,,,,,,1.83g,,,,,,,,,,,,,,22.6g,,,,,,,,,,,,1.7g,,,,,,,,,,,,2.2g,,0g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/97/0000001833997/0000001833997_L.jpeg', 'path': 'full/b838b3ff7e96af27b3e8e0f58e9214a59504bd80.jpg', 'checksum': '046887d3021c3e83cdce05a7f2e1139a'}]",4.4g,,,,0g,,,
75435,Sainsbury's British Beef Brisket (approx. 1.7kg),https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-british-beef-brisket-%28approx-850g%29,£8.50,,,,"Produced in United Kingdom Packed in United Kingdom Produced using British beef, British or Irish Beef, Irish beef",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/0275730000006/0275730000006_L.jpeg'],,,,,,241kcal,,,,,,,,,,,,,,,,,,,,,,,,1008kJ,,,,,,,,,,,0g,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,1.1g,,,,,,,,0.20g,,,,,,,,,,,,,,31.9g,,,,,,,,,,,,4.3g,,,,,,,,,,,,7.0g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/0275730000006/0275730000006_L.jpeg', 'path': 'full/079ebb1f18522b488f8d3af0be10422b9640f480.jpg', 'checksum': '563123d5e7476330b1a75b78affc43ae'}]",12.1g,,,,<0.5g,,,
7873987,Sainsbury's Diced Beef Shin 400g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-diced-beef-400g,£2.85,,,,"Produced in United Kingdom Packed in United Kingdom Produced using British beef, British or Irish Beef, Irish beef",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/31/0000000295031/0000000295031_L.jpeg'],,,,,,209kcal,,,,,,,,,,,,,,,,,,,,,,,,879kJ,,,,,,,,,,,<0.5g,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,1.35g,,,,,,,,,,,,,,35.5g,,,,,,,,,,,,2.9g,,,,,,,,,,,,3.9g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/31/0000000295031/0000000295031_L.jpeg', 'path': 'full/3a97d0a156fc2f863e3ae37fc068ccf5cb10240e.jpg', 'checksum': '5c9d56cc487e83fb4f77cb1e18a678bc'}]",7.1g,,,,<0.5g,,,
7713504,Sainsbury's Yorkshire Puddings x4 168g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-rustic-yorkshire-puddings-168g,£1.50,,,,Produced in United Kingdom,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/29/0000000180429/0000000180429_L.jpeg'],,,,,,264kcal,,,,,,,,,,,,,,,,,,,,,,,,1112kJ,,,,,,,,,,,35.5g,,,,,,,,,,1.9g,,,,,,,,,,,,,,,,,,,,,,,38.9g,,,,,,,,0.53g,,,,,,,,,,,,,,10.7g,,,,,,,,,,,,0.7g,,,,,,,,,,,,4.0g,,1.4g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/29/0000000180429/0000000180429_L.jpeg', 'path': 'full/3b3af052b2ca040a7d51eac602ef26fe2f9757b0.jpg', 'checksum': 'a0cfb1230e87231de6efbc9aa8215aba'}]",6.6g,,,,3.1g,,,
7813713,Sainsbury's Corned Beef 100g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-corned-beef-100g,£1.75,,,,Produced in United Kingdom Produced using Brazilian beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/69/0000000250269/0000000250269_L.jpeg'],,,,,,228kcal,,,,,,,,,,,,,,,,,,,,,,,,950kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,1.90g,,,,,,,,,,,,,,25.0g,,,,,,,,,,,,6.0g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/69/0000000250269/0000000250269_L.jpeg', 'path': 'full/64112ee7ee7b21e3a5dbc14633b384ab4730dc24.jpg', 'checksum': '7d0aee0005859179cbe1d4d0870e8177'}]",14.0g,,,,0g,,,
7639001,"Sainsbury's British Corned Beef, Taste the Difference 100g",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-british-corned-beef--taste-the-difference-100g,£2.70,,,,Packed in United Kingdom Produced using beef from UK,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/73/0000000117173/0000000117173_L.jpeg'],,,,,,233kcal,,,,,,,,,,,,,,,,,,,,,,,,972kJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,1.35g,,,,,,,,,,,,,,23.1g,,,,,,,,,,,,6.6g,,,,,,,,,,,,,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/73/0000000117173/0000000117173_L.jpeg', 'path': 'full/ea60ac9c2f4b7ffb37ee1b47e90348521001e3e7.jpg', 'checksum': '58889eda6e357cebfc2f54252ed2a1db'}]",15.4g,,,,<0.5g,,,
7623674,"Sainsbury's 30 Day Matured Fillet Steak, Taste the Difference x2 (approx. 414g)",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-beef-fillet-steak-x-2-%28approx%29,£36.00,,,,Produced in United Kingdom Packed in United Kingdom Produced using Produced in the UK using British beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/0228030000009/0228030000009_L.jpeg'],,,,,,234kcal,,,,,,,,,,,,,,,,,,,,,,,,978kJ,,,,,,,,,,,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.25g,,,,,,,,,,,,,,26.4g,,,,,,,,,,,,8.2g,,,,,,,,,,,,5.0g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/09/0228030000009/0228030000009_L.jpeg', 'path': 'full/d4df34b9860249816e594e8e6f64e2722ce6a86d.jpg', 'checksum': '1509d8200f2260786ef1280eceba8731'}]",14.3g,,,,<0.5g,,,
7809679,"Sainsbury's 30 Day Matured Rump Steak, Taste the Difference 225g",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-rump-steak--taste-the-difference-225g-7809679-p-44,£3.70,,,,Produced in United Kingdom Packed in United Kingdom Produced using Produced using British Beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/0000000248006/0000000248006_L.jpeg'],,,,,,242kcal,,,,,,,,,,,,,,,,,,,,,,,,1011kJ,,,,,,,,,,,,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.25g,,,,,,,,,,,,,,29.2g,,,,,,,,,,,,6.3g,,,,,,,,,,,,6.6g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/0000000248006/0000000248006_L.jpeg', 'path': 'full/559abcece2b537df4e34d8a35da2e5f50fcc850a.jpg', 'checksum': 'c424e0d1e82e9621f9a066ef2800ce0a'}]",13.9g,,,,,,,
7865329,"Sainsbury's Beef Mince 12% Fat, Taste the Difference 500g",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-beef-mince-12%25-fat--taste-the-difference-500g,£4.00,,,,Produced in United Kingdom Packed in United Kingdom Produced using British Beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000000288224/0000000288224_L.jpeg'],,,,,,208kcal,,,,,,,,,,,,,,,,,,,,,,,,869kJ,,,,,,,,,,,,,,,,,,,,,0.3g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.18g,,,,,,,,,,,,,,25.0g,,,,,,,,,,,,5.5g,,,,,,,,,,,,5.6g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/24/0000000288224/0000000288224_L.jpeg', 'path': 'full/cb99b1df20ec68f0e0eaf60e33319361ad7d53cf.jpg', 'checksum': 'ee38cfbea996877bd0230e4e8bd268ff'}]",12.0g,,,,<0.5g,,,
7809846,"Sainsbury's 30 Day Matured Sirloin Steak, Taste the Difference 225g",https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-sirloin-steak--taste-the-difference-225g-7809846-p-44,£5.50,,,,Produced in United Kingdom Packed in United Kingdom Produced using British Beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/29/0000000248129/0000000248129_L.jpeg'],,,,,,275kcal,,,,,,,,,,,,,,,,,,,,,,,,1145kJ,,,,,,,,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.25g,,,,,,,,,,,,,,26.0g,,,,,,,,,,,,9.6g,,,,,,,,,,,,8.0g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/29/0000000248129/0000000248129_L.jpeg', 'path': 'full/fd1bc43a92533b46f8fbda4fc168fd473098de10.jpg', 'checksum': '5dcca4bca7f3d9e29a902d2bd1f6d039'}]",19.0g,,,,,,,
7135496,Sainsbury's British Cooked Beef Slices 115g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-cooked-beef-slices-125g,£1.00,,,,Produced in United Kingdom Produced from British Beef,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/51/0000001687651/0000001687651_L.jpeg'],,,,,,106kcal,,,,,,,,,,,,,,,,,,,,,,,,446kJ,,,,,,,,,,,0.6g,,,,,,,,,,0.2g,,,,,,,,,,,,,,,,,,,,,,,1.4g,,,,,,,,1.35g,,,,,,,,,,,,,,19.7g,,,,,,,,,,,,0.9g,,,,,,,,,,,,1.1g,,0.8g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/51/0000001687651/0000001687651_L.jpeg', 'path': 'full/cc8848d3ec0519d7ddaa0c57e230fde043acdbff.jpg', 'checksum': 'ef9f6062da4307c4642e2092dc9b1696'}]",2.3g,,,,0g,,,
7743897,Sainsbury's Lamb Breast (approx. 780g),https://www.sainsburys.co.uk/shop/gb/groceries/roasting-joints-312354-44/sainsburys-lamb-breast-%28approx-780g%29,£7.00,,,,Produce of United Kingdom Produced in United Kingdom Produced from British Produced using British lamb,,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/0224460000008/0224460000008_L.jpeg'],,,,,,361kcal,,,,,,,,,,,,,,,,,,,,,,,,1493kJ,,,,,,,,,,,,,,,,,,,,,1.1g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,1.07g,,,,,,,,,,,,,,16.7g,,,,,,,,,,,,16.9g,,,,,,,,,,,,12.9g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/08/0224460000008/0224460000008_L.jpeg', 'path': 'full/f62ec0873a810b033c3ba954d769404fa585fe1b.jpg', 'checksum': '3e38326c0eaca5e314dfff03c2450719'}]",32.7g,,,,<0.5g,,,
7582736,Sainsbury's Boneless Lamb Leg Joint,https://www.sainsburys.co.uk/shop/gb/groceries/roasting-joints-312354-44/sainsburys-lamb-boneless-leg-joint-%28approx-740g%29,£15.00,,,,"Produced in New Zealand, United Kingdom Produced from British Lamb, New Zealand Lamb Produced using British Lamb, New Zealand Lamb",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/0256630000006/0256630000006_L.jpeg'],,,,,,215kcal,,,,,,,,,,,,,,,,,,,,,,,,901kJ,,,,,,,,,,,,,,,,,,,,,0.5g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.18g,,,,,,,,,,,,,,28.7g,,,,,,,,,,,,4.9g,,,,,,,,,,,,5.3g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/06/0256630000006/0256630000006_L.jpeg', 'path': 'full/e0f51bf1945b3676dc38ce495d19853ae412664b.jpg', 'checksum': '049fc61e9e24e00110dd85dbeab16b93'}]",11.1g,,,,<0.5g,,,
98106,Sainsbury's Lamb Shanks,https://www.sainsburys.co.uk/shop/gb/groceries/roasting-joints-312354-44/sainsburys-lamb-shanks-%28approx-780g%29,£12.00,,,,"Produce of United Kingdom Produced in United Kingdom Produced from British, New Zealand Produced using British Lamb, New Zealand Lamb",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/02/0298870000002/0298870000002_L.jpeg'],,,,,,221kcal,,,,,,,,,,,,,,,,,,,,,,,,927kJ,,,,,,,,,,,,,,,,,,,,,0.4g,,,,,,,,,,,,,,,,,,,,,,,1.0g,,,,,,,,0.42g,,,,,,,,,,,,,,33.0g,,,,,,,,,,,,3.6g,,,,,,,,,,,,5.0g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/02/0298870000002/0298870000002_L.jpeg', 'path': 'full/12792a8fb0c2a2183b18478155cfbebef9dadca2.jpg', 'checksum': 'ae59a594ab8e4c51cf9b20286972f700'}]",9.4g,,,,<0.5g,,,
7865288,Sainsbury's Beef Mince 5% Fat 250g,https://www.sainsburys.co.uk/shop/gb/groceries/all-beef/sainsburys-beef-mince-5%25-fat-250g,£2.20,,,,"Packed in United Kingdom Produced in United Kingdom Produced using British or Irish Beef, British or Irish beef",,,,,,,,,,,,,['https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/49/0000000288149/0000000288149_L.jpeg'],,,,,,168kcal,,,,,,,,,,,,,,,,,,,,,,,,707kJ,,,,,,,,,,,0g,,,,,,,,,,<0.1g,,,,,,,,,,,,,,,,,,,,,,,<0.5g,,,,,,,,0.23g,,,,,,,,,,,,,,31.0g,,,,,,,,,,,,2.1g,,,,,,,,,,,,2.3g,,<0.5g,,,,"[{'url': 'https://www.sainsburys.co.uk/wcsstore7.32.0.14/ExtendedSitesCatalogAssetStore/images/catalog/productImages/49/0000000288149/0000000288149_L.jpeg', 'path': 'full/54b35250544d2f57ba4b3739ef354285aa8ce1b3.jpg', 'checksum': '0541a455924588493e88501929f60e07'}]",4.7g,,,,<0.5g,,,
